Entity,Code,Year,Gas Consumption - EJ
Algeria,DZA,1977,35.901278721
Algeria,DZA,1978,57.653796123
Algeria,DZA,1979,81.52381521900001
Algeria,DZA,1980,109.43633754900002
Algeria,DZA,1981,142.25761380600002
Algeria,DZA,1982,161.411379129
Algeria,DZA,1983,176.715141372
Algeria,DZA,1984,155.251374201
Algeria,DZA,1985,153.807623046
Algeria,DZA,1986,168.43763475
Algeria,DZA,1987,172.28763783000005
Algeria,DZA,1988,194.136405309
Algeria,DZA,1989,182.682646146
Algeria,DZA,1990,195.09890607900002
Algeria,DZA,1991,192.69265415400002
Algeria,DZA,1992,198.948909159
Algeria,DZA,1993,178.543892835
Algeria,DZA,1994,188.168900535
Algeria,DZA,1995,202.22141177700001
Algeria,DZA,1996,207.70766616600002
Algeria,DZA,1997,194.040155232
Algeria,DZA,1998,200.681410545
Algeria,DZA,1999,205.10891408700002
Algeria,DZA,2000,191.01309031035004
Algeria,DZA,2001,197.3222828577
Algeria,DZA,2002,194.83903087110002
Algeria,DZA,2003,205.93185224535
Algeria,DZA,2004,211.89935701935002
Algeria,DZA,2005,223.56005384790004
Algeria,DZA,2006,228.497682798
Algeria,DZA,2007,233.8070015753661
Algeria,DZA,2008,244.04207023350003
Algeria,DZA,2009,262.11783469410005
Algeria,DZA,2010,253.2724526178
Algeria,DZA,2011,267.9698393757
Algeria,DZA,2012,298.7409889926
Algeria,DZA,2013,321.21538197210003
Algeria,DZA,2014,360.9185387346
Algeria,DZA,2015,379.22530338
Algeria,DZA,2016,385.96280877000004
Algeria,DZA,2017,394.62531570000004
Algeria,DZA,2018,434.08784727
Algeria,DZA,2019,452.37536190000003
Argentina,ARG,1965,41.2340329872
Argentina,ARG,1966,44.65723572576
Argentina,ARG,1967,46.69948735956
Argentina,ARG,1968,51.99961659966001
Argentina,ARG,1969,51.805116444060005
Argentina,ARG,1970,58.544546835600016
Argentina,ARG,1971,63.20282556222
Argentina,ARG,1972,70.92448173954
Argentina,ARG,1973,80.70783956622
Argentina,ARG,1974,85.42446833952
Argentina,ARG,1975,87.52507002000002
Argentina,ARG,1976,98.5143288114
Argentina,ARG,1977,102.89058231240001
Argentina,ARG,1978,100.07033005620002
Argentina,ARG,1979,102.89058231240001
Argentina,ARG,1980,112.1293397034
Argentina,ARG,1981,117.186343749
Argentina,ARG,1982,133.13535650820003
Argentina,ARG,1983,143.1521145216
Argentina,ARG,1984,152.39087191259998
Argentina,ARG,1985,155.6973745578
Argentina,ARG,1986,168.24263459399998
Argentina,ARG,1987,168.33988467179998
Argentina,ARG,1988,196.63965731160002
Argentina,ARG,1989,206.5591652472
Argentina,ARG,1990,197.32040785620003
Argentina,ARG,1991,200.91866073480003
Argentina,ARG,1992,217.25667380520002
Argentina,ARG,1993,229.41293353020004
Argentina,ARG,1994,235.831438665
Argentina,ARG,1995,262.47795998220005
Argentina,ARG,1996,301.18349094660005
Argentina,ARG,1997,277.5517220412
Argentina,ARG,1998,296.7099873678
Argentina,ARG,1999,314.7012517608
Argentina,ARG,2000,322.9675083738001
Argentina,ARG,2001,302.35049188019997
Argentina,ARG,2002,294.3759855006
Argentina,ARG,2003,336.2907690324
Argentina,ARG,2004,368.091544473
Argentina,ARG,2005,392.89031431200004
Argentina,ARG,2006,406.5053252040001
Argentina,ARG,2007,427.1223416976
Argentina,ARG,2008,431.88759550980006
Argentina,ARG,2009,418.35591740140507
Argentina,ARG,2010,420.8745022838908
Argentina,ARG,2011,438.3982376101678
Argentina,ARG,2012,456.64245867213305
Argentina,ARG,2013,460.2772578766062
Argentina,ARG,2014,461.55015987580197
Argentina,ARG,2015,466.52605587414894
Argentina,ARG,2016,482.10049756152563
Argentina,ARG,2017,483.0006719258423
Argentina,ARG,2018,487.0427864430758
Argentina,ARG,2019,474.9063305144521
Asia Pacific,,1965,56.232012742457265
Asia Pacific,,1966,62.38930297433272
Asia Pacific,,1967,71.39156915416352
Asia Pacific,,1968,77.81809283136641
Asia Pacific,,1969,102.60050647935034
Asia Pacific,,1970,142.32483924002696
Asia Pacific,,1971,169.5510448897627
Asia Pacific,,1972,196.41542112495705
Asia Pacific,,1973,242.41165477539346
Asia Pacific,,1974,302.30922456704457
Asia Pacific,,1975,351.212111814187
Asia Pacific,,1976,405.9987006515145
Asia Pacific,,1977,499.7694461717621
Asia Pacific,,1978,599.5769289246512
Asia Pacific,,1979,685.3542531069168
Asia Pacific,,1980,735.6373523412223
Asia Pacific,,1981,743.7023211088921
Asia Pacific,,1982,773.5677711314775
Asia Pacific,,1983,854.2517077108611
Asia Pacific,,1984,999.394851244236
Asia Pacific,,1985,1086.0315217230834
Asia Pacific,,1986,1185.6700505137458
Asia Pacific,,1987,1258.6515304020966
Asia Pacific,,1988,1342.3590991222036
Asia Pacific,,1989,1409.2759316817992
Asia Pacific,,1990,1520.2153596393373
Asia Pacific,,1991,1667.9639918416453
Asia Pacific,,1992,1781.3418603885375
Asia Pacific,,1993,1866.5967961242368
Asia Pacific,,1994,2031.9963016312136
Asia Pacific,,1995,2128.488297584587
Asia Pacific,,1996,2323.7674713466345
Asia Pacific,,1997,2510.773009678349
Asia Pacific,,1998,2567.839911755458
Asia Pacific,,1999,2772.9408586078844
Asia Pacific,,2000,2984.311634720092
Asia Pacific,,2001,3166.688854519585
Asia Pacific,,2002,3313.449020166901
Asia Pacific,,2003,3588.461290597208
Asia Pacific,,2004,3802.3024300763996
Asia Pacific,,2005,4084.8035685546297
Asia Pacific,,2006,4395.190629761636
Asia Pacific,,2007,4733.987711721778
Asia Pacific,,2008,5037.318016400605
Asia Pacific,,2009,5156.501776914899
Asia Pacific,,2010,5776.645804240085
Asia Pacific,,2011,6232.018528372252
Asia Pacific,,2012,6643.879218372151
Asia Pacific,,2013,6885.750871737318
Asia Pacific,,2014,7087.819266976656
Asia Pacific,,2015,7202.076318780641
Asia Pacific,,2016,7375.468220208022
Asia Pacific,,2017,7761.25647537513
Asia Pacific,,2018,8310.342155962213
Asia Pacific,,2019,8699.24917209141
Australia,AUS,1965,0.029475023580000002
Australia,AUS,1966,0.03930003144000001
Australia,AUS,1967,0.03930003144000001
Australia,AUS,1968,0.30457524366
Australia,AUS,1969,4.1265033012000005
Australia,AUS,1970,17.303988463179696
Australia,AUS,1971,25.82670002234349
Australia,AUS,1972,37.07429252341029
Australia,AUS,1973,47.06883758403995
Australia,AUS,1974,53.70203316159216
Australia,AUS,1975,57.67001672297647
Australia,AUS,1976,68.07727185327391
Australia,AUS,1977,77.76849987475013
Australia,AUS,1978,83.72544762730453
Australia,AUS,1979,96.37525988314624
Australia,AUS,1980,110.66596759670327
Australia,AUS,1981,119.9444855485117
Australia,AUS,1982,116.98092890366827
Australia,AUS,1983,127.07492217385642
Australia,AUS,1984,125.31736402150796
Australia,AUS,1985,133.95273051245982
Australia,AUS,1986,146.32939831592807
Australia,AUS,1987,149.39471036879158
Australia,AUS,1988,152.99351788808644
Australia,AUS,1989,166.87577500049014
Australia,AUS,1990,167.75961137865673
Australia,AUS,1991,160.82113834061275
Australia,AUS,1992,166.36970325700918
Australia,AUS,1993,172.4935710024175
Australia,AUS,1994,191.56672066084087
Australia,AUS,1995,193.41584687578177
Australia,AUS,1996,194.82678843000608
Australia,AUS,1997,191.30520413084895
Australia,AUS,1998,196.95336391953984
Australia,AUS,1999,201.74069803432351
Australia,AUS,2000,205.550959649187
Australia,AUS,2001,221.69336847335654
Australia,AUS,2002,228.14835298986057
Australia,AUS,2003,229.9430767967776
Australia,AUS,2004,234.53619704990456
Australia,AUS,2005,232.5900090394134
Australia,AUS,2006,259.43083841866917
Australia,AUS,2007,290.1983871143351
Australia,AUS,2008,285.3498076052746
Australia,AUS,2009,291.3645760650716
Australia,AUS,2010,337.8365247170731
Australia,AUS,2011,352.8310964618375
Australia,AUS,2012,353.9070780392471
Australia,AUS,2013,371.7351223171961
Australia,AUS,2014,400.9994926906903
Australia,AUS,2015,421.0700364676263
Australia,AUS,2016,417.26105703705923
Australia,AUS,2017,412.4227150366109
Australia,AUS,2018,414.27366554686733
Australia,AUS,2019,537.4032700335721
Austria,AUT,1965,17.52866092312694
Austria,AUT,1966,18.821049283165102
Austria,AUT,1967,18.031698143022727
Austria,AUT,1968,19.22898498573021
Austria,AUT,1969,23.329175586324066
Austria,AUT,1970,28.298024760203365
Austria,AUT,1971,32.50667271618598
Austria,AUT,1972,35.12978057359281
Austria,AUT,1973,38.611229942608965
Austria,AUT,1974,41.85200351235103
Austria,AUT,1975,41.801652220998356
Austria,AUT,1976,47.61015069520009
Austria,AUT,1977,48.520376593356055
Austria,AUT,1978,50.46827889487693
Austria,AUT,1979,50.04040634933861
Austria,AUT,1980,48.074014954652874
Austria,AUT,1981,45.82413455562276
Austria,AUT,1982,44.35530056547345
Austria,AUT,1983,45.25709556363305
Austria,AUT,1984,50.389929188947214
Austria,AUT,1985,53.991647749411136
Austria,AUT,1986,52.421306972368136
Austria,AUT,1987,54.68582197635785
Austria,AUT,1988,52.385071205819834
Austria,AUT,1989,56.25986460880097
Austria,AUT,1990,61.934952897904346
Austria,AUT,1991,65.66424404042293
Austria,AUT,1992,64.48228571326231
Austria,AUT,1993,67.81250573653482
Austria,AUT,1994,69.75154997934341
Austria,AUT,1995,76.1572211704543
Austria,AUT,1996,81.06094484329982
Austria,AUT,1997,78.12577873093798
Austria,AUT,1998,80.20735565614292
Austria,AUT,1999,81.9276939199277
Austria,AUT,2000,78.20521669204719
Austria,AUT,2001,82.88202714336839
Austria,AUT,2002,81.48543460986387
Austria,AUT,2003,89.62979015676922
Austria,AUT,2004,90.49240992805281
Austria,AUT,2005,95.27714055880703
Austria,AUT,2006,89.5320794648135
Austria,AUT,2007,84.70902193936557
Austria,AUT,2008,90.68562128074261
Austria,AUT,2009,88.31920939705877
Austria,AUT,2010,96.12819796458547
Austria,AUT,2011,90.41813936007723
Austria,AUT,2012,86.24148490566357
Austria,AUT,2013,82.00467692998906
Austria,AUT,2014,75.10981583810461
Austria,AUT,2015,79.68101375206001
Austria,AUT,2016,83.42196955272226
Austria,AUT,2017,90.69861104273079
Austria,AUT,2018,86.86925860865131
Austria,AUT,2019,89.0044815744283
Azerbaijan,AZE,1985,132.5998258437875
Azerbaijan,AZE,1986,147.33097332191159
Azerbaijan,AZE,1987,145.51273440419467
Azerbaijan,AZE,1988,143.69449548647776
Azerbaijan,AZE,1989,150.9723257925132
Azerbaijan,AZE,1990,153.97022642092037
Azerbaijan,AZE,1991,147.33097332191159
Azerbaijan,AZE,1992,114.58317426233636
Azerbaijan,AZE,1993,84.57979480242476
Azerbaijan,AZE,1994,79.12020341410627
Azerbaijan,AZE,1995,78.20864663766365
Azerbaijan,AZE,1996,57.296461766336364
Azerbaijan,AZE,1997,54.56666607217711
Azerbaijan,AZE,1998,50.92043896640719
Azerbaijan,AZE,1999,54.56666607217711
Azerbaijan,AZE,2000,52.74355251929216
Azerbaijan,AZE,2001,75.6543378095574
Azerbaijan,AZE,2002,75.8688217569558
Azerbaijan,AZE,2003,77.7991772835398
Azerbaijan,AZE,2004,91.22798798233201
Azerbaijan,AZE,2005,94.232235385728
Azerbaijan,AZE,2006,99.616084692804
Azerbaijan,AZE,2007,87.708160166472
Azerbaijan,AZE,2008,100.3458292765992
Azerbaijan,AZE,2009,85.6815325451712
Azerbaijan,AZE,2010,81.4488156590004
Azerbaijan,AZE,2011,89.2013603610312
Azerbaijan,AZE,2012,93.61453039156439
Azerbaijan,AZE,2013,94.02996922391522
Azerbaijan,AZE,2014,98.54453938983401
Azerbaijan,AZE,2015,111.46561417242002
Azerbaijan,AZE,2016,109.30656244518
Azerbaijan,AZE,2017,106.16613493284001
Azerbaijan,AZE,2018,108.15821152650001
Azerbaijan,AZE,2019,117.89245056388502
Bangladesh,BGD,1965,0
Bangladesh,BGD,1966,0
Bangladesh,BGD,1967,0
Bangladesh,BGD,1968,0
Bangladesh,BGD,1969,0
Bangladesh,BGD,1970,0
Bangladesh,BGD,1971,0
Bangladesh,BGD,1972,4.396143516912001
Bangladesh,BGD,1973,6.0824948659919995
Bangladesh,BGD,1974,6.6872553498
Bangladesh,BGD,1975,6.722145377712001
Bangladesh,BGD,1976,8.850437080344
Bangladesh,BGD,1977,9.873877899096001
Bangladesh,BGD,1978,10.897318717848002
Bangladesh,BGD,1979,12.537150029712002
Bangladesh,BGD,1980,14.118831295056003
Bangladesh,BGD,1981,13.613867469522765
Bangladesh,BGD,1982,17.674860968939967
Bangladesh,BGD,1983,19.667200732748
Bangladesh,BGD,1984,22.70068111184286
Bangladesh,BGD,1985,25.780494973816985
Bangladesh,BGD,1986,29.070172258244206
Bangladesh,BGD,1987,34.155953378990844
Bangladesh,BGD,1988,40.201110145237394
Bangladesh,BGD,1989,42.49870579624994
Bangladesh,BGD,1990,45.742049597797916
Bangladesh,BGD,1991,47.10752459323953
Bangladesh,BGD,1992,51.370205018131145
Bangladesh,BGD,1993,57.50257775215041
Bangladesh,BGD,1994,60.98576546507334
Bangladesh,BGD,1995,67.42339408629712
Bangladesh,BGD,1996,72.36472376042019
Bangladesh,BGD,1997,71.13279821563054
Bangladesh,BGD,1998,76.86452259769389
Bangladesh,BGD,1999,83.8036430336108
Bangladesh,BGD,2000,90.58195902894676
Bangladesh,BGD,2001,101.4321705196715
Bangladesh,BGD,2002,106.71146206891386
Bangladesh,BGD,2003,114.78439008587613
Bangladesh,BGD,2004,123.40241790141786
Bangladesh,BGD,2005,132.6336829903615
Bangladesh,BGD,2006,143.6337969256956
Bangladesh,BGD,2007,153.36382833033952
Bangladesh,BGD,2008,163.7643324872362
Bangladesh,BGD,2009,187.46753309074984
Bangladesh,BGD,2010,192.53742535525456
Bangladesh,BGD,2011,195.821651641696
Bangladesh,BGD,2012,213.362963159984
Bangladesh,BGD,2013,219.52804188191806
Bangladesh,BGD,2014,230.2228999300476
Bangladesh,BGD,2015,258.5408344662521
Bangladesh,BGD,2016,264.5096772606976
Bangladesh,BGD,2017,265.92693673700416
Bangladesh,BGD,2018,274.29023375765536
Bangladesh,BGD,2019,343.5599619664358
Belarus,BLR,1985,86.53190796686711
Belarus,BLR,1986,88.18878244870787
Belarus,BLR,1987,99.54352112934515
Belarus,BLR,1988,115.26042652488496
Belarus,BLR,1989,121.38243732219468
Belarus,BLR,1990,129.32513787497336
Belarus,BLR,1991,135.34885950810627
Belarus,BLR,1992,157.1784148281771
Belarus,BLR,1993,145.83303702031853
Belarus,BLR,1994,127.48572637394703
Belarus,BLR,1995,115.26042652488496
Belarus,BLR,1996,121.38243732219468
Belarus,BLR,1997,138.84046505458403
Belarus,BLR,1998,140.59094826421227
Belarus,BLR,1999,143.21199264226556
Belarus,BLR,2000,151.93632607207087
Belarus,BLR,2001,151.06576490364608
Belarus,BLR,2002,155.4279316185486
Belarus,BLR,2003,152.80688724049563
Belarus,BLR,2004,185.34383598153823
Belarus,BLR,2005,190.0267699453849
Belarus,BLR,2006,193.9479231031505
Belarus,BLR,2007,194.71551467100878
Belarus,BLR,2008,199.414672805947
Belarus,BLR,2009,169.3199486318589
Belarus,BLR,2010,207.28379414548738
Belarus,BLR,2011,192.2620023837175
Belarus,BLR,2012,194.10113856495636
Belarus,BLR,2013,192.70292702357526
Belarus,BLR,2014,191.2145482517521
Belarus,BLR,2015,178.9892484026903
Belarus,BLR,2016,177.8753045420176
Belarus,BLR,2017,182.0876972924602
Belarus,BLR,2018,193.14288804417683
Belarus,BLR,2019,192.63498939442738
Belgium,BEL,1965,0.735000588
Belgium,BEL,1966,1.3265010612
Belgium,BEL,1967,5.0555040444
Belgium,BEL,1968,12.299009839200002
Belgium,BEL,1969,25.335020268
Belgium,BEL,1970,39.7517818014
Belgium,BEL,1971,54.814793851800005
Belgium,BEL,1972,69.11355529080001
Belgium,BEL,1973,83.07231645779999
Belgium,BEL,1974,97.3568278854
Belgium,BEL,1975,96.1948269558
Belgium,BEL,1976,101.6115812892
Belgium,BEL,1977,99.9695799756
Belgium,BEL,1978,99.12457929960001
Belgium,BEL,1979,108.30533664420001
Belgium,BEL,1980,103.63158290520002
Belgium,BEL,1981,95.5805764644
Belgium,BEL,1982,79.68631374899999
Belgium,BEL,1983,82.808816247
Belgium,BEL,1984,85.45056836040001
Belgium,BEL,1985,85.8640686912
Belgium,BEL,1986,77.09506167600001
Belgium,BEL,1987,85.0165680132
Belgium,BEL,1988,83.9060671248
Belgium,BEL,1989,93.2443245954
Belgium,BEL,1990,95.6985765588
Belgium,BEL,1991,102.07808166240001
Belgium,BEL,1992,105.20133416099999
Belgium,BEL,1993,110.0930880744
Belgium,BEL,1994,112.57609006080001
Belgium,BEL,1995,124.5255996204
Belgium,BEL,1996,138.42086073660002
Belgium,BEL,1997,132.0448556358
Belgium,BEL,1998,144.64411571520003
Belgium,BEL,1999,154.46037356820003
Belgium,BEL,2000,155.2628742102
Belgium,BEL,2001,153.3761227008
Belgium,BEL,2002,158.3253766602
Belgium,BEL,2003,168.6658849326
Belgium,BEL,2004,171.880137504
Belgium,BEL,2005,168.9348851478
Belgium,BEL,2006,173.88913911120002
Belgium,BEL,2007,175.19039015220002
Belgium,BEL,2008,174.0146392116
Belgium,BEL,2009,175.74079879252656
Belgium,BEL,2010,194.040155232
Belgium,BEL,2011,165.24013219200003
Belgium,BEL,2012,167.40013392
Belgium,BEL,2013,165.330132264
Belgium,BEL,2014,144.63011570400002
Belgium,BEL,2015,158.4991267992
Belgium,BEL,2016,161.89212951359997
Belgium,BEL,2017,164.11513129200003
Belgium,BEL,2018,168.7411349928
Belgium,BEL,2019,173.83513906800005
Brazil,BRA,1965,0.5134219414894358
Brazil,BRA,1966,0.6004030898353626
Brazil,BRA,1967,0.6787165363356252
Brazil,BRA,1968,0.7172903439645578
Brazil,BRA,1969,0.7559655282232666
Brazil,BRA,1970,0.8110130381904422
Brazil,BRA,1971,1.277345535149947
Brazil,BRA,1972,1.7538156950868309
Brazil,BRA,1973,2.007257269521345
Brazil,BRA,1974,3.8624495943819817
Brazil,BRA,1975,4.196992472635542
Brazil,BRA,1976,4.835665240210515
Brazil,BRA,1977,6.031909471541412
Brazil,BRA,1978,7.937790111288954
Brazil,BRA,1979,8.698114834592497
Brazil,BRA,1980,10.168075966312683
Brazil,BRA,1981,9.123896679642478
Brazil,BRA,1982,13.037034588911357
Brazil,BRA,1983,17.62939591766473
Brazil,BRA,1984,20.518629866218205
Brazil,BRA,1985,25.739526299569178
Brazil,BRA,1986,29.987207087091473
Brazil,BRA,1987,33.47456315131049
Brazil,BRA,1988,33.69759173681293
Brazil,BRA,1989,34.54915542691279
Brazil,BRA,1990,31.45516096154225
Brazil,BRA,1991,32.700633684291304
Brazil,BRA,1992,37.04402414798311
Brazil,BRA,1993,43.39466174353357
Brazil,BRA,1994,47.39173950225516
Brazil,BRA,1995,52.304988277231594
Brazil,BRA,1996,57.62753505725673
Brazil,BRA,1997,62.62496698559711
Brazil,BRA,1998,65.63157479610284
Brazil,BRA,1999,77.88051760281563
Brazil,BRA,2000,97.0451302312143
Brazil,BRA,2001,122.86203726160147
Brazil,BRA,2002,145.1626357212546
Brazil,BRA,2003,162.47304987058286
Brazil,BRA,2004,193.22499176712643
Brazil,BRA,2005,201.27131794591082
Brazil,BRA,2006,211.69798640097005
Brazil,BRA,2007,218.01653855137383
Brazil,BRA,2008,256.60905991362233
Brazil,BRA,2009,206.68630334612013
Brazil,BRA,2010,275.76801317649023
Brazil,BRA,2011,274.8344694745564
Brazil,BRA,2012,325.76559326999393
Brazil,BRA,2013,383.8280348032517
Brazil,BRA,2014,406.5550677175746
Brazil,BRA,2015,429.3657522163964
Brazil,BRA,2016,370.8791211854486
Brazil,BRA,2017,376.32058455441296
Brazil,BRA,2018,358.90826385893973
Brazil,BRA,2019,358.09526459173526
Bulgaria,BGR,1965,0.56272545018
Bulgaria,BGR,1966,0.8394756715800001
Bulgaria,BGR,1967,2.5553270442600002
Bulgaria,BGR,1968,3.91140312912
Bulgaria,BGR,1969,4.06822825458
Bulgaria,BGR,1970,3.67155293724
Bulgaria,BGR,1971,2.8765023012000004
Bulgaria,BGR,1972,1.9380015504
Bulgaria,BGR,1973,1.9525015620000004
Bulgaria,BGR,1974,4.2545034036
Bulgaria,BGR,1975,11.298759039
Bulgaria,BGR,1976,19.760765808600002
Bulgaria,BGR,1977,25.2155201724
Bulgaria,BGR,1978,26.9002715202
Bulgaria,BGR,1979,28.7795230236
Bulgaria,BGR,1980,36.9915295932
Bulgaria,BGR,1981,40.239282191399994
Bulgaria,BGR,1982,44.528035622400004
Bulgaria,BGR,1983,46.78953743160001
Bulgaria,BGR,1984,49.19503935600001
Bulgaria,BGR,1985,53.65804292639999
Bulgaria,BGR,1986,53.2855426284
Bulgaria,BGR,1987,59.423047538400006
Bulgaria,BGR,1988,57.72454617960001
Bulgaria,BGR,1989,59.4232975386
Bulgaria,BGR,1990,63.017550414000006
Bulgaria,BGR,1991,53.21954257560001
Bulgaria,BGR,1992,47.121287697
Bulgaria,BGR,1993,43.8457850766
Bulgaria,BGR,1994,43.8627850902
Bulgaria,BGR,1995,52.9392923514
Bulgaria,BGR,1996,54.0842932674
Bulgaria,BGR,1997,43.14728451780001
Bulgaria,BGR,1998,36.101528881200004
Bulgaria,BGR,1999,31.278525022800004
Bulgaria,BGR,2000,34.0682772546
Bulgaria,BGR,2001,28.6392729114
Bulgaria,BGR,2002,25.393020314400005
Bulgaria,BGR,2003,26.833021466400005
Bulgaria,BGR,2004,26.198770959
Bulgaria,BGR,2005,32.6640261312
Bulgaria,BGR,2006,33.6570269256
Bulgaria,BGR,2007,33.9190271352
Bulgaria,BGR,2008,33.921277137000004
Bulgaria,BGR,2009,24.263769411000002
Bulgaria,BGR,2010,26.7227713782
Bulgaria,BGR,2011,30.594524475600004
Bulgaria,BGR,2012,28.512272809800002
Bulgaria,BGR,2013,27.5440220352
Bulgaria,BGR,2014,27.3615218892
Bulgaria,BGR,2015,30.003524002800003
Bulgaria,BGR,2016,31.250525000400003
Bulgaria,BGR,2017,32.1365257092
Bulgaria,BGR,2018,30.2292741834
Bulgaria,BGR,2019,28.308772647
CIS,,1965,1216.7592451507815
CIS,,1966,1357.3754230317031
CIS,,1967,1494.4262707300215
CIS,,1968,1613.6053352906772
CIS,,1969,1724.4352092051531
CIS,,1970,1894.8489736350634
CIS,,1971,2071.219999426613
CIS,,1972,2178.484543158479
CIS,,1973,2369.1507383753046
CIS,,1974,2512.1588464880165
CIS,,1975,2740.971819847252
CIS,,1976,3016.2694803597933
CIS,,1977,3231.9719668270877
CIS,,1978,3446.4784881785295
CIS,,1979,3658.6043609334533
CIS,,1980,3770.776875431282
CIS,,1981,3993.045887453488
CIS,,1982,4310.461833051347
CIS,,1983,4621.897953069738
CIS,,1984,5043.182351902183
CIS,,1985,4341.378034608149
CIS,,1986,4455.805048683633
CIS,,1987,4698.109140208111
CIS,,1988,4951.15579927236
CIS,,1989,5062.078379516686
CIS,,1990,5109.832928702018
CIS,,1991,5205.007361701225
CIS,,1992,5052.195822161509
CIS,,1993,5001.289051462124
CIS,,1994,4697.599029858051
CIS,,1995,4558.79192761418
CIS,,1996,4612.057053878108
CIS,,1997,4274.645945166826
CIS,,1998,4436.179764599639
CIS,,1999,4482.185981271111
CIS,,2000,4522.262652219756
CIS,,2001,4637.716073326779
CIS,,2002,4670.609227353754
CIS,,2003,4754.822784062934
CIS,,2004,4918.495595542663
CIS,,2005,5007.370908798301
CIS,,2006,5203.98048370064
CIS,,2007,5315.95062195854
CIS,,2008,5212.630914207673
CIS,,2009,4999.459712556571
CIS,,2010,5312.84135135032
CIS,,2011,5495.081192366521
CIS,,2012,5452.294931897705
CIS,,2013,5373.463667900441
CIS,,2014,5399.257290445461
CIS,,2015,5299.6855310758665
CIS,,2016,5387.538683157082
CIS,,2017,5495.917605413568
CIS,,2018,5822.692052093165
CIS,,2019,5737.267863426591
Canada,CAN,1965,216.68439834738
Canada,CAN,1966,237.22507727991
Canada,CAN,1967,251.91740153376003
Canada,CAN,1968,280.52099941662004
Canada,CAN,1969,313.49657579706
Canada,CAN,1970,346.33880207082
Canada,CAN,1971,369.6655457322
Canada,CAN,1972,415.79515763586
Canada,CAN,1973,442.17942874326
Canada,CAN,1974,446.98003258374
Canada,CAN,1975,461.58186926519994
Canada,CAN,1976,465.6776225418001
Canada,CAN,1977,488.4423907536
Canada,CAN,1978,493.1096444874001
Canada,CAN,1979,500.63440050720004
Canada,CAN,1980,497.4911479926
Canada,CAN,1981,482.72738618159997
Canada,CAN,1982,511.2071589654
Canada,CAN,1983,487.4898899916
Canada,CAN,1984,541.1156828922
Canada,CAN,1985,567.6009190803721
Canada,CAN,1986,546.25442450319
Canada,CAN,1987,552.86954229528
Canada,CAN,1988,608.475584280078
Canada,CAN,1989,657.781786225008
Canada,CAN,1990,637.6049625835622
Canada,CAN,1991,642.0112311085741
Canada,CAN,1992,680.554174442904
Canada,CAN,1993,722.0822551653421
Canada,CAN,1994,747.529265522934
Canada,CAN,1995,772.5196180152
Canada,CAN,1996,785.5828784658
Canada,CAN,1997,801.0571408452001
Canada,CAN,1998,787.5733800582
Canada,CAN,1999,841.9146735311999
Canada,CAN,2000,892.2079637658001
Canada,CAN,2001,840.4226723376001
Canada,CAN,2002,874.6659497322
Canada,CAN,2003,897.8487182784
Canada,CAN,2004,878.1984525582
Canada,CAN,2005,865.4571923652
Canada,CAN,2006,852.4726819776001
Canada,CAN,2007,909.0297272232
Canada,CAN,2008,893.3634646902
Canada,CAN,2009,865.6621925292001
